Gene_Name,baseMean,log2FoldChange,lfcSE,pvalue,padj
Cdh7,378.7768400018326,0.041015053976388965,0.18420653669909762,0.004503131924184792,0.5018520864532039
Foxred2,1265.5032109897163,0.022711840179020906,0.09521004340046263,0.004625875477740948,0.5032567030159006
Olfr558,26.089104397791573,-0.03297238805693295,0.19921152185199703,0.00461130648985497,0.5032567030159006
Tspan18,1499.6892163485454,-0.03506326203329575,0.14147509301124989,0.0045646756068651526,0.5032567030159006
Zfp783,315.78457930264767,0.03163133218443132,0.1277380875258433,0.004588757098402303,0.5032567030159006
Dbpht2,2931.442704769053,0.033001503343386036,0.13528809383024518,0.004764313502029897,0.5062637085848862
Gm9899,594.1604770809996,0.027579930604306066,0.11369023777853539,0.0047378707104789985,0.5062637085848862
Orc6,700.6506004523013,0.01468200083900078,0.06668085425356396,0.0047394107354602946,0.5062637085848862
Rgs2,2307.6407481046995,0.02137278049910867,0.09110716439740289,0.004748471914875949,0.5062637085848862
Rhcg,23.381399501773416,0.028639040131898424,0.19592029143876877,0.004844981288574494,0.5118596705854106
Kdr,1227.2404580414793,-0.022212619536847354,0.09571748661577356,0.0050248641164366585,0.5278128819316827
Fam102b,4238.682053017525,0.013832406635894294,0.0649021115194599,0.005154142239544488,0.5328752347634774
Gm8801,193.83089475601705,0.03007556728801177,0.19105611951033633,0.005157624937105749,0.5328752347634774
Ovca2,921.9448064476579,0.010593226784459338,0.05213386036760075,0.005160525061724326,0.5328752347634774
Cep112,401.31556394858256,0.033278262093490905,0.14268847906950147,0.005220915888313725,0.5330875960374858
Kcnh6,115.48916785062818,0.03665772803639769,0.17547504365762207,0.005201391361952112,0.5330875960374858
9330188P03Rik,52.484880207454694,0.036117171582748867,0.1759422196353638,0.005278761118125228,0.5332710831194348
Galnt5,12.284537494579318,-0.023510864986996068,0.1857838241853854,0.0054269530809331334,0.5332710831194348
Hmgcll1,1149.439902528835,0.02071452268087914,0.09194146756116553,0.005371749213903114,0.5332710831194348
Minar2,1786.3226096484257,0.025192106525787968,0.10938358083883398,0.005397774995017443,0.5332710831194348
Pcdhga6,790.538132688153,0.021812210264767474,0.09633794982504766,0.005411069164542089,0.5332710831194348
Sox10,1439.0456792371053,-0.029051933451554598,0.12514497651102116,0.005390859400303983,0.5332710831194348
Syt16,4423.413673980726,0.01861359607944078,0.08385783119269231,0.00534873509960616,0.5332710831194348
Chsy3,539.4899478567305,0.031289037744791214,0.13634993420421804,0.00548485633426394,0.5349407895875353
Gm14486,14.658507064671412,0.02552901772198471,0.18581773758828937,0.005561019315075326,0.5349407895875353
Myo1d,1402.326400123987,-0.03051706138184058,0.13317442670713073,0.005531049200283042,0.5349407895875353
Ugt8a,4032.1388749795533,-0.030824292406707157,0.13476407083171543,0.005540981332291085,0.5349407895875353
Trp53bp2,2467.348817404821,-0.012482179191763223,0.0615477438778961,0.005814920511511589,0.5564361371146456
Chrm4,1241.126775158799,0.032369282738192146,0.14908647400088326,0.005888611888679272,0.5576484947636843
Ttyh2,2886.8117699948584,-0.027118390475039663,0.12091818997525947,0.0058719345383214504,0.5576484947636843
Celf6,1653.3622327276407,0.024547219208804608,0.11049659113904035,0.005960432729530358,0.5608047550387296
Mboat1,121.04672430360756,-0.03023244446384594,0.13737187919069835,0.005997294693644959,0.5608047550387296
Pdk4,929.4340928303701,-0.019292374120994712,0.0894141800857732,0.006013992011139192,0.5608047550387296
Pcdh7,12169.575700799185,0.016103092477182075,0.07683104650288176,0.006048148433470058,0.5611269488250368
Stard13,1572.0508900244304,-0.018427061779791958,0.08679557234357953,0.006216360003484046,0.5710080141902456
Tspan2,7265.7066422607595,-0.02347209870934941,0.10755951504554316,0.0062171360083087416,0.5710080141902456
Alox8,327.1316700425245,-0.015793736691880143,0.07646293560921091,0.006304866597989568,0.5710101097844138
Gm39429,27.956801138313242,0.027883707507908702,0.1760166634567311,0.006269158848774495,0.5710101097844138
Kcnq5,14801.80487343098,-0.024322214580550103,0.11180908875759792,0.006310884837580106,0.5710101097844138
Mal,6854.468787116129,-0.02612907451036888,0.12082759460626619,0.006422899013301026,0.5728400981686601
Slc44a1,5092.660283142948,-0.015841198993135665,0.077058544871607,0.006425136517184184,0.5728400981686601
Zfp532,6878.72017898138,0.014358393540880518,0.0708880509220466,0.006397912504888055,0.5728400981686601
Gatm,5461.858385002255,-0.017423838393966308,0.08375492954834139,0.006484699993097191,0.5742926634910438
Gm46841,80.4696766842731,-0.03082217692414621,0.15230907024327486,0.00650427210935307,0.5742926634910438
Cldn11,5570.968964253764,-0.028778890073339242,0.139577284560754,0.006785079720809028,0.5822108077804066
Elovl7,1865.853215175843,-0.030000711916695844,0.15415807632732753,0.006784712818763474,0.5822108077804066
Evpl,60.22656477019364,0.029841784939956588,0.16137309975665382,0.006743977864027911,0.5822108077804066
Gm29595,12.82987175249356,0.025061815461477663,0.1735492099459928,0.006642752444290984,0.5822108077804066
Ngef,4997.334370888824,0.022301168991676352,0.10521164450989486,0.006690251871109412,0.5822108077804066
Ptprr,1799.4411204405567,0.008259236612923434,0.04538932895810182,0.0067219973096527014,0.5822108077804066
Galnt6,763.7260664422865,-0.02863929209034863,0.14014698425292468,0.006881125628925494,0.5876931454199592
Adgra3,2327.0257803529626,-0.023030719474910036,0.11164976809014297,0.007230717165427848,0.5953690931903081
Aspa,616.4583272291565,-0.026597170116622708,0.1292138312983783,0.007086332535894646,0.5953690931903081
Ccbe1,2430.181999215468,-0.024348140053325754,0.11684230929700962,0.007044312578157341,0.5953690931903081
